time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461350000	-23.8422	-7.18587	4.84551	2.41754	-0.52216	radar	0.894567	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0033	-7.09223	4.75813	2.41204	-0.502189	lidar	2.03697	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.171	-6.91055	4.76286	2.37408	-0.521206	radar	2.00351	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3332	-6.65818	4.84206	2.31836	-0.550874	lidar	3.32886	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5003	-6.48188	4.83442	2.28608	-0.565331	radar	3.51596	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5989	-6.3423	4.72537	2.25942	-0.565722	lidar	5.306	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7393	-6.15353	4.72275	2.22788	-0.569645	radar	0.318874	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9223	-5.94819	4.78301	2.20439	-0.563274	lidar	2.69605	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.053	-5.74356	4.789	2.17308	-0.564059	radar	1.86464	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1857	-5.57137	4.75659	2.15237	-0.55696	lidar	0.322417	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3385	-5.38554	4.77034	2.14418	-0.523708	radar	1.3056	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4824	-5.16045	4.81465	2.11659	-0.524319	lidar	0.628878	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6136	-4.98303	4.79468	2.11177	-0.486728	radar	6.4254	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7271	-4.80988	4.74505	2.09367	-0.481171	lidar	0.551212	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8481	-4.60416	4.75156	2.07531	-0.469628	radar	0.253599	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.96	-4.36049	4.79689	2.04376	-0.477259	lidar	0.539006	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0699	-4.13986	4.79385	2.00259	-0.519217	radar	11.0127	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1614	-3.85595	4.87788	1.96087	-0.534233	lidar	2.0239	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2358	-3.61889	4.87387	1.91181	-0.579638	radar	3.58034	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2653	-3.35209	4.89254	1.86102	-0.601582	lidar	4.42611	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3149	-3.10743	4.89424	1.81601	-0.62843	radar	0.585528	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3399	-2.87237	4.87236	1.77544	-0.638167	lidar	1.44966	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3974	-2.64542	4.86065	1.752	-0.625774	radar	1.37703	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4736	-2.49156	4.75222	1.74422	-0.604747	lidar	5.75979	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5283	-2.25639	4.76073	1.72623	-0.582432	radar	0.959433	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5782	-2.06001	4.70901	1.70709	-0.573617	lidar	1.20199	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6089	-1.82388	4.71299	1.68645	-0.554109	radar	1.99331	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6069	-1.57498	4.72609	1.64856	-0.564125	lidar	1.13914	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6043	-1.34479	4.71401	1.60729	-0.588655	radar	1.6934	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6079	-1.1179	4.7004	1.57795	-0.58886	lidar	0.040514	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6368	-0.893311	4.69067	1.56218	-0.571887	radar	5.13844	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6477	-0.642641	4.71912	1.53851	-0.566277	lidar	0.539134	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6353	-0.400771	4.73281	1.5013	-0.587107	radar	2.26114	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5902	-0.10721	4.81943	1.46139	-0.595927	lidar	2.63726	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5707	0.132242	4.82331	1.43218	-0.599917	radar	2.75685	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5471	0.423369	4.90602	1.40674	-0.593482	lidar	1.67284	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5345	0.661135	4.89359	1.39668	-0.560919	radar	1.78657	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5264	0.94206	4.95552	1.38265	-0.545518	lidar	3.01115	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4883	1.20039	4.96796	1.37429	-0.504213	radar	7.23235	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4308	1.4379	4.96024	1.34681	-0.506627	lidar	0.0694869	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3923	1.6567	4.91757	1.33431	-0.483702	radar	8.4459	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3366	1.86855	4.87629	1.31038	-0.484177	lidar	0.369069	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2691	2.09991	4.8735	1.28313	-0.490656	radar	0.205588	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2063	2.29419	4.81274	1.25912	-0.491124	lidar	0.821934	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1437	2.52156	4.79945	1.24771	-0.465015	radar	0.88654	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0644	2.76331	4.82272	1.22556	-0.463544	lidar	0.114431	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9703	2.9866	4.83481	1.18667	-0.497873	radar	2.78326	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8686	3.26418	4.92004	1.16445	-0.493852	lidar	1.52339	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7858	3.49382	4.922	1.1455	-0.488872	radar	2.15265	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.68	3.69568	4.89142	1.11806	-0.492397	lidar	0.228503	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5635	3.90377	4.88142	1.08795	-0.501054	radar	1.12544	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4964	4.08453	4.80951	1.07413	-0.491005	lidar	3.8368	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3734	4.28688	4.80292	1.04548	-0.49696	radar	0.603176	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.214	4.50478	4.83864	1.01076	-0.506281	lidar	1.99727	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0636	4.70107	4.82662	0.985866	-0.494081	radar	8.93173	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9452	4.89511	4.809	0.965622	-0.489907	lidar	0.445401	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7894	5.0862	4.8107	0.93595	-0.493682	radar	2.29959	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6213	5.29954	4.8553	0.908333	-0.495742	lidar	0.908907	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4497	5.47856	4.87068	0.866705	-0.525966	radar	0.948714	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2632	5.65143	4.875	0.830292	-0.536179	lidar	1.22809	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0974	5.81374	4.86582	0.794898	-0.553659	radar	3.24359	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.924	5.97425	4.85244	0.764478	-0.556787	lidar	0.0594847	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7797	6.15863	4.80401	0.769217	-0.494994	radar	4.67736	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6124	6.31414	4.7863	0.744023	-0.49591	lidar	0.0978972	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4635	6.48715	4.75803	0.738662	-0.463807	radar	1.87537	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2385	6.70841	4.87671	0.720157	-0.456071	lidar	4.28108	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0436	6.8501	4.85484	0.694477	-0.452769	radar	5.56769	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8297	7.02261	4.90159	0.670825	-0.452763	lidar	1.01481	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6181	7.15817	4.91035	0.63611	-0.470311	radar	1.48162	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4329	7.30328	4.8988	0.616329	-0.466733	lidar	0.306043	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.204	7.43102	4.9487	0.570395	-0.508853	radar	2.51038	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0227	7.59293	4.95339	0.560787	-0.492472	lidar	2.1329	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8387	7.76185	4.93456	0.565709	-0.444821	radar	5.84705	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6307	7.90445	4.9461	0.547846	-0.440044	lidar	0.0895111	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4404	8.03857	4.91807	0.537066	-0.422367	radar	1.69688	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2149	8.07619	4.8462	0.485208	-0.455586	lidar	4.39769	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0237	8.22857	4.80974	0.496487	-0.396698	radar	6.54247	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8446	8.37972	4.80926	0.495939	-0.37663	lidar	3.19294	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6037	8.49152	4.86263	0.464479	-0.399867	radar	4.30067	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3541	8.62897	4.92708	0.449628	-0.393345	lidar	1.36755	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1561	8.75888	4.88504	0.454671	-0.350417	radar	2.03374	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9566	8.86052	4.8575	0.439225	-0.348722	lidar	0.604482	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7579	8.97902	4.81609	0.44151	-0.313547	radar	1.61638	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5351	9.05141	4.79677	0.414843	-0.325272	lidar	0.54448	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2957	9.15872	4.83928	0.397362	-0.330032	radar	4.41485	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0094	9.25035	4.91563	0.371552	-0.338647	lidar	5.93607	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7929	9.33387	4.89876	0.354346	-0.340289	radar	1.67304	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5375	9.43668	4.94569	0.341164	-0.335591	lidar	0.770507	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2725	9.46867	4.98894	0.289252	-0.390985	radar	5.69461	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9809	9.59952	5.10092	0.286473	-0.371663	lidar	3.43125	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.736	9.69084	5.08533	0.285126	-0.339954	radar	2.90376	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4608	9.79989	5.15264	0.279679	-0.326713	lidar	1.20706	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2129	9.87692	5.16009	0.265669	-0.325167	radar	0.459678	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9407	10.0009	5.22874	0.269076	-0.303507	lidar	1.47547	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6857	10.0685	5.23242	0.253648	-0.303729	radar	0.0563772	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4376	10.1753	5.25252	0.255002	-0.286205	lidar	1.33837	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1803	10.2443	5.26592	0.239989	-0.290046	radar	0.530425	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9451	10.2689	5.21601	0.213694	-0.302945	lidar	0.674811	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.697	10.3349	5.20101	0.207704	-0.287453	radar	0.294456	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4758	10.3284	5.12207	0.17397	-0.308706	lidar	1.73747	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1802	10.3533	5.21174	0.137867	-0.34679	radar	7.82813	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9199	10.4083	5.22605	0.128412	-0.338256	lidar	0.252581	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6759	10.4444	5.15789	0.127515	-0.301385	radar	6.5035	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4328	10.4107	5.10891	0.0884531	-0.327683	lidar	2.1361	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1723	10.4362	5.11248	0.0755926	-0.321014	radar	0.569615	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8675	10.5845	5.23875	0.108478	-0.266327	lidar	7.93501	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6125	10.6462	5.20703	0.120589	-0.221784	radar	2.27994	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.362	10.6446	5.18289	0.0975602	-0.234896	lidar	0.513364	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0989	10.6709	5.19344	0.0860425	-0.235446	radar	0.20071	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8432	10.7637	5.21769	0.1019	-0.205669	lidar	4.09111	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5784	10.8153	5.22321	0.105715	-0.184524	radar	1.48731	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3432	10.7817	5.16534	0.0740337	-0.208855	lidar	1.84956	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0864	10.8193	5.15204	0.0773893	-0.185059	radar	0.713906	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.839	10.8823	5.15512	0.0850125	-0.167116	lidar	2.14885	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5625	10.9036	5.18238	0.0770984	-0.165737	radar	2.64653	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3328	10.9176	5.13956	0.0671953	-0.167692	lidar	0.835187	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0682	10.8528	5.19577	0.00281725	-0.263706	radar	9.5303	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7775	10.8257	5.23237	-0.0202951	-0.273897	lidar	2.71354	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5217	10.8222	5.22247	-0.0318766	-0.270502	radar	0.174931	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2883	10.8169	5.18412	-0.0439534	-0.269378	lidar	1.01808	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0399	10.8706	5.12144	-0.013053	-0.193851	radar	6.66794	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.7795	10.9164	5.14092	-0.0035178	-0.173052	lidar	2.09077	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.54805	10.8981	5.09373	-0.01694	-0.175583	radar	3.99554	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28756	10.9232	5.10994	-0.014068	-0.163079	lidar	0.715184	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.04156	10.9043	5.08222	-0.0239874	-0.159459	radar	2.65496	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77755	10.9345	5.10568	-0.0177082	-0.144256	lidar	1.04928	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.53732	10.8929	5.07243	-0.0378019	-0.156262	radar	6.39648	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.36882	10.8156	4.93229	-0.0730436	-0.185748	lidar	5.33922	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.1179	10.828	4.92577	-0.063494	-0.155878	radar	1.54238	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.78564	10.8708	5.06592	-0.0457157	-0.127952	lidar	5.25656	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.52373	10.8717	5.06103	-0.0380437	-0.100504	radar	2.17694	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24879	10.8586	5.09389	-0.0433716	-0.100705	lidar	0.561687	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.01039	10.8921	5.04532	-0.0172309	-0.0468019	radar	4.07568	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
